target,softmax prob,classification error %,average overlap,overlap variance
1,[0.0417 0.9583],0.0,0.0006573716070826385,0.0007487460408437193
1,[0.0116 0.9884],0.0,0.00033306401429523654,0.0003697996507040462
1,[8.8291e-04 9.9912e-01],0.0,1.2378736548285029e-05,1.9849925501120595e-05
1,[0.3269 0.6731],0.21888888888888888,0.4188071778647566,0.28475322667871267
1,[0.0031 0.9969],0.0,2.5581707053472008e-06,3.3941263614989003e-06
1,[0.044 0.956],0.0,0.0004943685412026164,0.0004408748452000811
1,[0.0021 0.9979],0.0,1.4728948240046851e-06,1.08255651209721e-06
1,[0.3744 0.6256],0.23777777777777778,0.3689925845978504,0.293822046891634
1,[0.0388 0.9612],0.016666666666666666,0.045584343136877994,0.05730298656112008
1,[0.0039 0.9961],0.0,2.338967125661175e-05,2.8949371286828353e-05
1,[0.0336 0.9664],0.0011111111111111111,0.001380333156962222,0.0036018156139083672
1,[0.0358 0.9642],0.0011111111111111111,0.0028441419814583474,0.005480765885216026
1,[0.0082 0.9918],0.0,0.00021021193915038596,0.0002075190582688102
1,[7.6416e-04 9.9924e-01],0.0,1.6600149725888643e-05,3.090636228979239e-05
1,[0.009 0.991],0.0,0.00029451248335488696,0.000785730202776815
1,[0.0065 0.9935],0.0,0.00015413058997807203,0.00040136809894761636
1,[0.0107 0.9893],0.0,0.0008448801780460706,0.001055346576880877
1,[0.0404 0.9596],0.0,0.0042817980297396845,0.0038679982700460165
1,[0.0487 0.9513],0.0,0.0014980178382728946,0.0016542146313215551
1,[5.8361e-04 9.9942e-01],0.0,7.728079017270025e-07,1.6156322258026652e-07
1,[0.0294 0.9706],0.0,0.0026854856232696772,0.00424641401853694
1,[0.0144 0.9856],0.0,9.526773196839702e-05,0.00013335155659549068
1,[0.0014 0.9986],0.0,1.0065593180704925e-06,6.675257444654345e-07
1,[0.0022 0.9978],0.0,1.4314692360605002e-05,2.7239222412704452e-05
1,[0.0089 0.9911],0.0,6.168822834474408e-05,9.891956174179608e-05
1,[0.1027 0.8973],0.0033333333333333335,0.010695719208682784,0.01390061139845006
1,[0.0055 0.9945],0.0,1.377838059709342e-05,2.9572871974316483e-05
1,[0.0268 0.9732],0.0,0.0010979707029321972,0.001237797122211568
1,[0.061 0.939],0.0,0.00590098098512137,0.005294484129033643
1,[0.015 0.985],0.0,0.00010723785624880578,0.00013501865255547338
1,[0.0021 0.9979],0.0,2.674150472677817e-05,6.883914101183324e-05
1,[0.004 0.996],0.0,2.1880440858157484e-06,1.535052948654147e-06
1,[0.2706 0.7294],0.29,0.5467798668333129,0.20765369067067438
