target,softmax prob,classification error %,predictive entropy
1,[0.0469 0.9531],0.005555555555555556,0.11665648776409951
1,[0.096 0.904],0.0033333333333333335,0.19339148119883823
1,[0.0644 0.9356],0.0,0.08250285083913447
1,[0.0014 0.9986],0.0022222222222222222,0.03143971844760289
1,[0.0513 0.9487],0.0,0.1109465992619602
1,[0.1921 0.8079],0.2733333333333333,0.4359177178185774
1,[0.1086 0.8914],0.0011111111111111111,0.13847757126316293
1,[0.0744 0.9256],0.0011111111111111111,0.11181731517653155
1,[0.0071 0.9929],0.0,0.029430176414680723
1,[0.584 0.416],0.72,0.5302177830871403
1,[0.0191 0.9809],0.0,0.04356627427897576
1,[0.0374 0.9626],0.0011111111111111111,0.12923207417350166
1,[0.0106 0.9894],0.0,0.03908929715412488
1,[0.7159 0.2841],0.8511111111111112,0.5195036508993518
1,[0.0458 0.9542],0.27666666666666667,0.40379810895645113
1,[0.018 0.982],0.0,0.059842642488680056
1,[0.0355 0.9645],0.0,0.110054116793139
1,[0.1404 0.8596],0.0011111111111111111,0.14588030649557623
1,[0.0272 0.9728],0.0011111111111111111,0.06698861837227087
1,[4.7042e-04 9.9953e-01],0.0,0.00448690038944422
1,[0.021 0.979],0.0,0.04394770223907135
1,[0.0385 0.9615],0.0,0.05936055362048025
1,[0.1241 0.8759],0.03111111111111111,0.2230802227801755
1,[0.1698 0.8302],0.0,0.1452693918729645
1,[0.0879 0.9121],0.0,0.14149817780267618
1,[0.0031 0.9969],0.0,0.014694176191887013
1,[0.0363 0.9637],0.0,0.09714521725744905
1,[0.026 0.974],0.0,0.08610094824795585
1,[0.0112 0.9888],0.0,0.03437385264770811
1,[0.0179 0.9821],0.0,0.04607091674252708
1,[0.027 0.973],0.0,0.05717415430343488
1,[0.3515 0.6485],0.13666666666666666,0.365169644689771
1,[0.0245 0.9755],0.0,0.06443837900840955
1,[0.01 0.99],0.0,0.039535038563956404
1,[0.2308 0.7692],0.0022222222222222222,0.16231402270744646
1,[0.0121 0.9879],0.0,0.045715966048977597
1,[0.0021 0.9979],0.0,0.007335973717131497
1,[0.0148 0.9852],0.0,0.047777930543665886
1,[0.2367 0.7633],0.32,0.4449654241108308
