target,softmax prob,classification error %,predictive entropy,average entropy,mutual information
1,[0.07658157 0.9234184 ],0.0,0.29673529715868463,0.2622423062168202,0.03449299094186442
1,[0.01544744 0.9845525 ],0.0,0.13564629612441825,0.11188057254530204,0.023765723579116216
1,[0.02232551 0.9776744 ],0.0,0.11474170817180275,0.09665816239020558,0.01808354578159717
1,[0.01751785 0.9824822 ],0.0,0.1972435056172007,0.15585418235838852,0.04138932325881217
1,[0.10370847 0.89629155],0.0,0.35496851525167483,0.32977052015617314,0.02519799509550169
1,[0.03567985 0.9643202 ],0.0,0.25496455937592144,0.2252618442042016,0.02970271517171985
1,[0.00293724 0.99706274],0.0,0.06181670235094609,0.04000706913430966,0.021809633216636433
1,[0.04328566 0.95671433],0.0,0.27333503671265186,0.24514843459961308,0.028186602113038778
1,[0.2078839 0.7921161],0.4288888888888889,0.5129918717897333,0.4768341962766736,0.03615767551305965
1,[0.13964437 0.86035556],0.0011111111111111111,0.29641605436302054,0.26308085062676456,0.03333520373625598
1,[0.03367418 0.9663258 ],0.0,0.2736828286283592,0.24022586117529235,0.03345696745306684
1,[0.00371003 0.99628997],0.0,0.05986729512678968,0.05134646843437021,0.008520826692419464
1,[0.3757898 0.6242102],0.16111111111111112,0.5160824000257379,0.42030134915493267,0.09578105087080524
1,[0.01621048 0.9837895 ],0.0,0.16479587209530064,0.14467271956362734,0.020123152531673294
1,[0.07828398 0.9217161 ],0.0033333333333333335,0.3377851266646936,0.29211003874204294,0.04567508792265068
1,[0.00970059 0.99029934],0.0,0.10842221641476453,0.09345494252222306,0.014967273892541474
1,[0.8437098  0.15629013],0.9866666666666667,0.1883042988798104,0.17610933157459902,0.012194967305211385
1,[0.22405429 0.7759457 ],0.14222222222222222,0.5019876048699392,0.3912325405364617,0.11075506433347748
1,[0.00483952 0.9951605 ],0.0,0.1070083900376841,0.08993911731400818,0.01706927272367592
1,[0.08861459 0.91138536],0.0011111111111111111,0.3137524000201129,0.26746215165315734,0.046290248366955555
1,[0.11094596 0.88905406],0.0,0.3129878296478709,0.2886534454336768,0.024334384214194094
1,[0.02651826 0.9734817 ],0.0,0.18780866637785515,0.1612101735607149,0.026598492817140246
1,[4.990993e-04 9.995009e-01],0.0,0.018173932069926797,0.012559105634437434,0.005614826435489363
1,[0.0069806 0.9930194],0.0,0.07543368133252742,0.06700195777662842,0.00843172355589901
1,[0.01919875 0.9808013 ],0.0,0.09136249410266933,0.08014515680182974,0.011217337300839597
1,[0.04804465 0.9519554 ],0.0,0.2509152923548507,0.21796913487267774,0.03294615748217297
1,[0.15507407 0.84492594],0.0,0.37138965523220074,0.33871888496972186,0.03267077026247889
1,[0.03782543 0.96217453],0.0,0.23652995400825058,0.2125952359768303,0.023934718031420277
1,[0.00174074 0.99825925],0.0,0.037612957770684734,0.03245051423130201,0.005162443539382722
1,[0.02255665 0.9774433 ],0.0011111111111111111,0.1812646190233685,0.1540560929947022,0.027208526028666302
1,[0.05620611 0.9437939 ],0.0011111111111111111,0.31584181724544513,0.2741399155186898,0.04170190172675531
1,[0.01107275 0.98892725],0.0,0.08914587958365051,0.07713064489750643,0.012015234686144086
1,[0.00885626 0.9911437 ],0.0,0.16326618315611705,0.1352037632659169,0.02806241989020014
1,[0.01847744 0.98152256],0.0,0.1034935698530852,0.0914020931080305,0.012091476745054688
1,[0.19378969 0.80621034],0.04666666666666667,0.45912436879540136,0.3937360059937462,0.06538836280165516
1,[0.00940009 0.99059993],0.0,0.12614809202714544,0.112385588850645,0.013762503176500449
1,[0.00175512 0.9982449 ],0.0,0.06721323846321338,0.05330482413082934,0.013908414332384038
1,[0.05032609 0.9496739 ],0.0,0.30281226113125925,0.2698153042735877,0.03299695685767157
1,[0.00694417 0.9930559 ],0.0,0.1133630844935708,0.09594489659249912,0.017418187901071677
1,[5.8742875e-04 9.9941254e-01],0.0,0.028205942099574097,0.021571396936757647,0.00663454516281645
1,[0.00502978 0.99497026],0.0,0.12447423863087613,0.106998952489718,0.017475286141158133
1,[0.79476315 0.20523685],0.4211111111111111,0.5113077746768219,0.4499630249665904,0.06134474971023146
