target,softmax prob,classification error %,average overlap,overlap variance
0,[0.7724 0.2276],0.07333333333333333,0.19034681256734098,0.11132694282825166
0,[0.9899 0.0101],0.0,0.0004084939765963981,0.0006772317802984199
0,[0.7698 0.2302],0.021111111111111112,0.15722087985313468,0.08068447481314654
0,[0.9905 0.0095],0.0,1.4599130015459899e-05,9.078873038291571e-06
0,[0.971 0.029],0.0,0.00021403664205111098,0.00019619576571858376
0,[0.9974 0.0026],0.0,0.0001538313328276554,0.0002278116566756491
0,[0.6133 0.3867],0.13777777777777778,0.3919187020408711,0.15910086188802547
0,[0.992 0.008],0.0,1.1188401314001462e-05,1.2133302145284573e-05
0,[0.9956 0.0044],0.0,0.0002964576997001104,0.0007678133276462418
0,[0.9916 0.0084],0.0,2.6876653844792024e-05,6.020129421224878e-05
0,[9.9962e-01 3.8488e-04],0.0,8.095672867730417e-05,0.00011175434348012696
0,[0.992 0.008],0.0,3.61225467933032e-05,4.529535243201636e-05
0,[0.9559 0.0441],0.0,0.0005977950527751467,0.0006749479405606088
0,[0.9901 0.0099],0.0,0.0002453310369787003,0.0005875945137541354
0,[0.8612 0.1388],0.04666666666666667,0.13339924544013282,0.08335913304596641
0,[0.7244 0.2756],0.035555555555555556,0.11143129499341736,0.15725920685708705
0,[0.997 0.003],0.0,1.7746001596769306e-05,3.8264655676020515e-05
0,[0.9764 0.0236],0.0,0.0009512970062863801,0.0019942921755074657
1,[0.0132 0.9868],0.0,1.5860012091108727e-05,2.197819841515118e-05
1,[0.332 0.668],0.025555555555555557,0.05968730968872301,0.16636834831688296
1,[0.0759 0.9241],0.0,0.0024258839852793253,0.0037716730768696484
1,[0.0185 0.9815],0.0,0.0018698641716446492,0.003002888352837834
1,[0.0101 0.9899],0.0,4.029996266821496e-05,5.874431209442865e-05
1,[0.0124 0.9876],0.0,0.00038077358870042163,0.0005131858457927123
1,[0.0039 0.9961],0.0,2.0234640640998306e-05,4.783349782550887e-05
1,[0.0498 0.9502],0.0033333333333333335,0.013318856475332853,0.01418059595325596
1,[0.0211 0.9789],0.0,0.00026926876881229526,0.0005358576036271438
1,[0.0153 0.9847],0.008888888888888889,0.02527938118638908,0.031837220359045196
1,[0.086 0.914],0.0022222222222222222,0.01633583755729354,0.015834418301231112
1,[0.8004 0.1996],0.7633333333333333,0.38497893060546634,0.3519551790731295
1,[0.1097 0.8903],0.013333333333333334,0.04060534417063758,0.02673787757125743
1,[0.0728 0.9272],0.028888888888888888,0.06394312926471378,0.08802361505594572
1,[0.0181 0.9819],0.0,0.0018734063996268813,0.003976789724859463
1,[0.0153 0.9847],0.0011111111111111111,0.001956769162246755,0.004721259020895189
1,[0.0469 0.9531],0.0044444444444444444,0.015647352387028895,0.017008842294263506
1,[0.096 0.904],0.0011111111111111111,0.02082396960126577,0.02928039049124723
1,[0.0644 0.9356],0.0,0.0006978467074542096,0.0008973407539983754
1,[0.0014 0.9986],0.0011111111111111111,0.004195882873425962,0.008333904200283258
1,[0.0513 0.9487],0.0,0.002368552968392726,0.002721146585034519
1,[0.1921 0.8079],0.25666666666666665,0.4094908469671139,0.2958697213094114
1,[0.1086 0.8914],0.0011111111111111111,0.007602129470489998,0.006612294299570025
1,[0.0744 0.9256],0.0,0.002851125540243536,0.0038496093025951737
1,[0.0071 0.9929],0.0,0.00010728405078506429,0.00013242894998086998
1,[0.584 0.416],0.7155555555555555,0.5727733031665317,0.2872880273787245
1,[0.0191 0.9809],0.0,0.0012768886863940949,0.0031736105425993247
1,[0.0374 0.9626],0.0,0.004191156709714066,0.0035525575742431296
1,[0.0106 0.9894],0.0,0.00042218950530485824,0.0010769535144187316
1,[0.7159 0.2841],0.83,0.360780116379799,0.3307655951135546
1,[0.0458 0.9542],0.2866666666666667,0.42022290962216113,0.2858221317942195
1,[0.018 0.982],0.0,0.001299330926123798,0.0017819976353158835
1,[0.0355 0.9645],0.0,0.0010229879294538068,0.0012904839515018942
1,[0.1404 0.8596],0.0,0.0049455022828925055,0.007353950332096277
1,[0.0272 0.9728],0.0,0.0033575309932469804,0.0048839259743355895
1,[4.7042e-04 9.9953e-01],0.0,0.00026359758356014993,0.0007401153426939227
1,[0.021 0.979],0.0,4.4813580798386096e-05,6.048145400822365e-05
1,[0.0385 0.9615],0.0,0.0013074769021559076,0.001996879101182352
1,[0.1241 0.8759],0.025555555555555557,0.07353693232850524,0.09755988871182643
1,[0.1698 0.8302],0.0,0.004665426649144847,0.006666797958316131
1,[0.0879 0.9121],0.0,0.00663923969560362,0.006931991898310436
1,[0.0031 0.9969],0.0,2.113719932055367e-06,8.27521695413757e-07
1,[0.0363 0.9637],0.0,0.0031483328790213234,0.0032215372683844163
1,[0.026 0.974],0.0,0.0011353506505952912,0.001337039228919666
1,[0.0112 0.9888],0.0,6.244659518238054e-05,9.514775110367992e-05
1,[0.0179 0.9821],0.0,0.0010679813475170652,0.001609390946996397
1,[0.027 0.973],0.0,0.001421350415596916,0.002097043050558723
1,[0.3515 0.6485],0.11333333333333333,0.2882652011714663,0.1613073867461285
1,[0.0245 0.9755],0.0,0.0008846641530464342,0.0015182508719395775
1,[0.01 0.99],0.0,0.00041747502456857677,0.000698784088832126
1,[0.2308 0.7692],0.0033333333333333335,0.022045333478110503,0.04016795127526245
1,[0.0121 0.9879],0.0,0.001453276614379306,0.0026489593258599243
1,[0.0021 0.9979],0.0,0.0008352604823862995,0.002352191473736952
1,[0.0148 0.9852],0.0,0.00025974457239669765,0.0003064066004602933
1,[0.2367 0.7633],0.29777777777777775,0.31541286858585604,0.22065780838065982
