target,softmax prob,classification error %,average overlap,overlap variance
1,[0.0035 0.9965],0.0011111111111111111,0.0014183139405068925,0.003185201190603723
1,[0.0021 0.9979],0.0,6.831430672287308e-06,1.1213261998841106e-05
1,[5.1116e-04 9.9949e-01],0.0,0.0003406900422948224,0.000872986731661335
1,[0.0011 0.9989],0.0,7.70958027350952e-06,9.670541754771085e-06
1,[0.0558 0.9442],0.0011111111111111111,0.003881348568555967,0.005517314452169447
1,[0.0056 0.9944],0.0,9.334344675199598e-05,0.00011759626599536776
1,[0.0951 0.9049],0.0011111111111111111,0.0056191026182256755,0.008630047797050115
1,[0.0586 0.9414],0.0,0.007995146713523174,0.007781613385126762
1,[0.7204 0.2796],0.8344444444444444,0.3587564725288697,0.24326891916607993
1,[0.0693 0.9307],0.0033333333333333335,0.009984177101143092,0.014607503161397624
1,[0.0273 0.9727],0.0044444444444444444,0.015027444214288714,0.024021155669806227
1,[0.0021 0.9979],0.0,0.0003980597947276088,0.0006867676305285093
1,[0.0029 0.9971],0.0,1.7413820345613495e-05,2.4323455923112466e-05
1,[0.0065 0.9935],0.0,0.0005553840666017237,0.000556380121734245
1,[0.0335 0.9665],0.0,0.0015004930797695123,0.0026234203356150015
1,[0.0081 0.9919],0.0,8.607449967375352e-05,7.312391235458427e-05
1,[6.1236e-04 9.9939e-01],0.0,0.0005573855710121931,0.0009643698906109309
1,[0.0345 0.9655],0.0,0.0009344150209765976,0.001077769683732301
1,[0.2489 0.7511],0.028888888888888888,0.09775664424667231,0.07147166744132342
1,[0.0594 0.9406],0.0,0.002242840486695211,0.003344465130079251
1,[0.0151 0.9849],0.0,0.00040218954370089426,0.0006313672592216088
1,[0.0014 0.9986],0.0,6.87911986601244e-05,0.00017468680117918445
1,[0.4809 0.5191],0.31666666666666665,0.3724305152561652,0.2376014980568414
1,[0.0053 0.9947],0.0,4.426070431439832e-06,4.3724435304739065e-06
1,[0.0246 0.9754],0.0022222222222222222,0.005082109112337998,0.011132584139084401
1,[0.0035 0.9965],0.0,6.6297141308625316e-06,8.81606328260166e-06
1,[0.9465 0.0535],0.99,0.04085877587368374,0.036676510717392384
1,[0.7006 0.2994],0.1622222222222222,0.15767872717524456,0.19677760965222507
1,[0.0036 0.9964],0.0,0.00013757194228493429,0.00018595199330787918
1,[0.0346 0.9654],0.0,0.0010889657922661994,0.0014879733431565985
1,[0.0415 0.9585],0.0,0.0001752538211772873,0.0001882168612535644
1,[0.0112 0.9888],0.0,0.0003541464122248719,0.0006986011873586873
1,[3.2537e-05 9.9997e-01],0.0,8.993408068592772e-07,3.7848973656174335e-07
1,[0.0136 0.9864],0.0,6.516353012159543e-06,4.233970434458323e-06
1,[0.0167 0.9833],0.0,6.004961779003967e-05,8.29241736204128e-05
1,[0.025 0.975],0.0,0.0013307103612718676,0.0030745852284153126
1,[0.0277 0.9723],0.0,0.0015619909558960124,0.0014713022976352225
1,[0.0562 0.9438],0.0,0.0010729486251070115,0.001356112546626329
1,[8.8502e-04 9.9911e-01],0.0,8.167598355831948e-07,1.3318789946012962e-07
1,[0.008 0.992],0.0,0.00035824921313366056,0.0006146913423957402
1,[0.0269 0.9731],0.0033333333333333335,0.009078948875909414,0.015019422575393659
1,[0.0042 0.9958],0.0,0.00021948383796108206,0.0005991536474434922
1,[0.003 0.997],0.0,2.814723485143464e-05,3.628681782245739e-05
1,[0.0107 0.9893],0.0,2.315069448634907e-05,2.994399141671954e-05
1,[0.1171 0.8829],0.06666666666666667,0.17711757783259965,0.11782374608364711
1,[0.007 0.993],0.0,4.6261502011169765e-05,0.00011631767097610488
1,[0.0024 0.9976],0.0,0.0003661737453937517,0.0009932077105110197
1,[0.0129 0.9871],0.0,0.0018119755571775129,0.002335382774619497
1,[0.007 0.993],0.0,3.605994844934815e-05,4.510748049032871e-05
1,[5.8028e-05 9.9994e-01],0.0,4.272537134297599e-06,7.754552756165645e-06
1,[0.0058 0.9942],0.0,7.733035494437567e-05,0.00018671278643921644
1,[0.8221 0.1779],0.8622222222222222,0.22534411914262117,0.17585896353857758
