target,softmax prob,average overlap,overlap variance
1,[0.7204 0.2796],0.35447290256806924,0.19963166676352237
1,[0.0693 0.9307],0.019849494578219426,0.025867202006231823
1,[0.0273 0.9727],0.023064233876911457,0.050654774381799425
1,[0.0021 0.9979],0.002410240694816379,0.003947893216259054
1,[0.0029 0.9971],9.143038199900336e-06,1.3479437943404495e-05
1,[0.0065 0.9935],0.004581019632404693,0.007471621786469868
1,[0.0335 0.9665],0.0012781961771622587,0.0009763912278302045
1,[0.0081 0.9919],0.00042847250618704784,0.0009628942095470021
1,[6.1236e-04 9.9939e-01],0.0035126714218210037,0.00911086797220958
1,[0.0345 0.9655],0.0021239386191998634,0.0024950681604398017
1,[0.2489 0.7511],0.11111998634161374,0.08293456314585121
1,[0.0594 0.9406],0.000698878587134908,0.0010370162265827163
1,[0.0151 0.9849],0.00038762470459638096,0.0004347334363083131
1,[0.0014 0.9986],0.00021321186419403102,0.0005234857387579225
1,[0.4809 0.5191],0.3648052080345458,0.24445963497969703
1,[0.0053 0.9947],2.7661838806965257e-05,6.76876469905275e-05
1,[0.0246 0.9754],0.0012732833673602265,0.0022514824735276754
1,[0.0035 0.9965],8.938159086069445e-06,8.54328043818885e-06
1,[0.9465 0.0535],0.03694001305893248,0.024610278669433036
1,[0.7006 0.2994],0.14874088178603911,0.19639436694899132
1,[0.0036 0.9964],0.00017677963319479823,0.00036525709039013273
1,[0.0346 0.9654],0.0015355438314533733,0.0021185517131439586
1,[0.0415 0.9585],0.000662062269123614,0.0011770595653591881
1,[0.0112 0.9888],0.00017578406938596107,0.00025654807814162576
1,[3.2537e-05 9.9997e-01],1.0391627718764483e-05,2.608107185234876e-05
1,[0.0136 0.9864],5.587602960005453e-05,0.000151711514713721
1,[0.0167 0.9833],0.00026918228325500064,0.0006092652364194315
1,[0.025 0.975],0.001071764741822225,0.0017882607531960995
1,[0.0277 0.9723],0.0011318997711705354,0.0012328733954848172
1,[0.0562 0.9438],0.002152532364961065,0.0020048609944661737
1,[8.8502e-04 9.9911e-01],1.0287930380356338e-06,3.6598066178474624e-07
1,[0.008 0.992],0.0003099361545080934,0.0005128146647959044
1,[0.0269 0.9731],0.010397394635911031,0.012531268610597768
1,[0.0042 0.9958],9.987493575114466e-06,1.8822132635204466e-05
1,[0.003 0.997],4.9814058505689084e-05,8.812921676376295e-05
1,[0.0107 0.9893],4.829308654952952e-06,4.6432127018973985e-06
1,[0.1171 0.8829],0.13231619526118418,0.09838890350234675
1,[0.007 0.993],3.6979513084331985e-05,4.915705360863601e-05
1,[0.0024 0.9976],0.00012312366331185818,0.000227502252806108
1,[0.0129 0.9871],0.0009702713619754652,0.0017673738937727178
1,[0.007 0.993],3.910514042191701e-05,7.58467737120135e-05
1,[5.8028e-05 9.9994e-01],2.089032079626214e-06,3.4865930190478764e-06
1,[0.0058 0.9942],0.00010754586423155298,0.00015717498196540894
1,[0.8221 0.1779],0.22213001381865616,0.20029887665718837
