target,softmax prob,classification error %,average overlap,overlap variance
0,[0.9647 0.0353],0.0,0.005820821702551144,0.005007875284561942
0,[0.9535 0.0465],0.0,0.002532830839051482,0.0009158089269485383
0,[0.9401 0.0599],0.0044444444444444444,0.01950911974119629,0.018087775572968815
0,[0.6631 0.3369],0.056666666666666664,0.20201681428062543,0.1325282851671928
0,[0.9967 0.0033],0.0,4.362472513052782e-05,8.63332678710831e-05
0,[0.9457 0.0543],0.0,0.004271459202607754,0.004319361236967368
1,[0.0037 0.9963],0.0,2.603490544111433e-06,3.4697080683582704e-06
1,[0.2697 0.7303],0.011111111111111112,0.02713427336616138,0.07130478153242077
1,[0.0254 0.9746],0.0,7.696726587438513e-05,7.085094757322998e-05
1,[0.0148 0.9852],0.0033333333333333335,0.0056098153510332725,0.00987300903750982
1,[0.006 0.994],0.0,0.0002431541846826414,0.0004956414009266178
1,[6.9388e-04 9.9931e-01],0.0,1.2817467710009507e-05,2.127886231362147e-05
1,[0.0015 0.9985],0.0,1.1239531787414909e-06,3.696236733040216e-07
1,[0.0515 0.9485],0.0,0.0007897593691692669,0.0012447419741798426
1,[0.0105 0.9895],0.0,6.676261855826949e-05,0.0001265477403039717
1,[0.023 0.977],0.0011111111111111111,0.002604430333706737,0.004758789292646352
1,[0.0999 0.9001],0.005555555555555556,0.012563200793245905,0.016754253058990094
1,[0.8823 0.1177],0.7833333333333333,0.4677860491221172,0.22304381950676275
1,[0.0439 0.9561],0.022222222222222223,0.04848945691174546,0.037423565620128676
1,[0.0019 0.9981],0.0033333333333333335,0.015297816387744337,0.023413282320921644
1,[0.008 0.992],0.0,0.0006381118480610607,0.0009183020606169682
1,[0.0065 0.9935],0.0,6.224654367870267e-05,9.718022647722502e-05
1,[0.0094 0.9906],0.0077777777777777776,0.017781125765658535,0.029203433163963354
1,[0.079 0.921],0.0011111111111111111,0.007871829197000474,0.009834524803883712
1,[0.0113 0.9887],0.0,5.957453192821207e-05,6.522810076535657e-05
1,[0.002 0.998],0.0,0.001000431953928471,0.002303466553282321
1,[0.0275 0.9725],0.0,0.00039076914503221824,0.0004599610841056126
1,[0.2987 0.7013],0.15,0.326496767127738,0.22065814339090595
1,[0.0601 0.9399],0.0,0.0030303238761341614,0.00432373434617675
1,[0.038 0.962],0.0,0.0008634603426961505,0.0011050195530221284
1,[0.0016 0.9984],0.0,1.4748821278367476e-05,1.4100445135322464e-05
1,[0.5369 0.4631],0.38666666666666666,0.5475518304908079,0.21325973255199945
1,[0.0077 0.9923],0.0,6.474195990392332e-06,8.801330437897757e-06
1,[0.0278 0.9722],0.0,0.002250464636817547,0.0021931090633101856
1,[0.0036 0.9964],0.0,5.872553355106515e-06,5.271171941572721e-06
1,[0.8925 0.1075],0.8988888888888888,0.22660400026470892,0.18495602317896076
1,[0.3191 0.6809],0.26,0.2013223463038038,0.16540980285883053
1,[0.0069 0.9931],0.0011111111111111111,0.002498940103841014,0.003979080130163998
1,[0.0337 0.9663],0.0,0.0017004824704666816,0.0022128127624922653
1,[0.0096 0.9904],0.0033333333333333335,0.01017142214837882,0.009797822497058545
1,[0.0081 0.9919],0.0,5.336057068637612e-06,3.839676449116447e-06
1,[4.7717e-05 9.9995e-01],0.0,6.768506823666049e-06,1.4890230769819642e-05
1,[0.0074 0.9926],0.0,2.692686546257788e-06,2.1384147871057496e-06
1,[0.0141 0.9859],0.0,0.0002936406337807132,0.00043020962883446754
1,[0.0467 0.9533],0.0011111111111111111,0.0020564880151700744,0.004030034091567869
1,[0.0368 0.9632],0.0033333333333333335,0.01330457933795562,0.020396471211364356
1,[0.0508 0.9492],0.0,0.0002874242711218169,0.0007426414593135365
1,[0.0013 0.9987],0.0,8.533371287746132e-07,1.475787812792205e-07
1,[0.012 0.988],0.0011111111111111111,0.003754135066035305,0.0057474131341128075
1,[0.0444 0.9556],0.0011111111111111111,0.0051873630415072555,0.009470790368584303
1,[0.0034 0.9966],0.0,6.3660327325412586e-06,1.2229084985891472e-05
1,[0.0021 0.9979],0.0,7.532158592956233e-06,8.011818203362188e-06
1,[0.0198 0.9802],0.0,0.00023212208175828043,0.0003005558214915244
1,[0.157 0.843],0.05333333333333334,0.14064644614915728,0.15868509368310627
1,[0.0088 0.9912],0.0,4.185533130018364e-06,2.225046124117651e-06
1,[0.0041 0.9959],0.0,0.00011991205431830594,0.0002942835749807169
1,[0.0218 0.9782],0.0,0.004564568710067376,0.004787775575893462
1,[0.0026 0.9974],0.0,0.00034872487267841214,0.0006669645406987719
1,[1.0681e-04 9.9989e-01],0.0,8.765766001074686e-07,4.4553348496846495e-07
1,[0.0081 0.9919],0.0,8.448393710163603e-06,7.504346694161083e-06
1,[0.7011 0.2989],0.7111111111111111,0.581006830084315,0.268249611275029
