target,softmax prob,classification error %,predictive entropy
1,[0.0275 0.9725],0.0,0.08109314129675906
1,[0.2987 0.7013],0.14666666666666667,0.38011962357698503
1,[0.0601 0.9399],0.0,0.08701460608066451
1,[0.038 0.962],0.0,0.061434073199523376
1,[0.0016 0.9984],0.0,0.014505057082203076
1,[0.5369 0.4631],0.4011111111111111,0.4624577365344243
1,[0.0077 0.9923],0.0,0.01972593575805982
1,[0.0278 0.9722],0.0011111111111111111,0.0718167840701836
1,[0.0036 0.9964],0.0,0.014519272523188456
1,[0.8925 0.1075],0.8955555555555555,0.494419551314384
1,[0.3191 0.6809],0.23,0.37637461536312194
1,[0.0069 0.9931],0.0,0.03479031132400132
1,[0.0337 0.9663],0.0,0.07063173761441342
1,[0.0096 0.9904],0.0022222222222222222,0.0908185022290746
1,[0.0081 0.9919],0.0,0.016552091333013337
1,[4.7717e-05 9.9995e-01],0.0,0.0009835771778747768
1,[0.0074 0.9926],0.0,0.015564202832240465
1,[0.0141 0.9859],0.0,0.0341807188180181
1,[0.0467 0.9533],0.0,0.07342635357623511
1,[0.0368 0.9632],0.0011111111111111111,0.11174135258942859
1,[0.0508 0.9492],0.0,0.0566781778361779
1,[0.0013 0.9987],0.0,0.006503138325027127
1,[0.012 0.988],0.0,0.04548763220766802
1,[0.0444 0.9556],0.0,0.05726450431417409
1,[0.0034 0.9966],0.0,0.011994897737679552
1,[0.0021 0.9979],0.0,0.01514567902052244
1,[0.0198 0.9802],0.0,0.047544963919698695
1,[0.157 0.843],0.052222222222222225,0.24068464639430023
1,[0.0088 0.9912],0.0,0.024728477084188384
1,[0.0041 0.9959],0.0,0.010131358898231461
1,[0.0218 0.9782],0.0011111111111111111,0.09682428688202338
1,[0.0026 0.9974],0.0,0.016204679660198163
1,[1.0681e-04 9.9989e-01],0.0,0.002851742081908185
1,[0.0081 0.9919],0.0,0.020305585815804935
1,[0.7011 0.2989],0.69,0.5284178126632102
